dish_family_id,cuisine_id,relation_kind
fam-wd-q4199436,cui-wd-q787497,associated
fam-wd-q12237734,cui-wd-q929239,associated
fam-wd-q2632589,cui-wd-q756020,associated
fam-wd-q872625,cui-wd-q47629,associated
fam-wd-q60776617,cui-wd-q1520796,associated
fam-wd-q1684997,cui-wd-q787497,associated
fam-wd-q2414031,cui-wd-q787497,associated
fam-wd-q2894864,cui-wd-q6661,associated
fam-wd-q1202255,cui-american-60d23958,associated
fam-wd-q586307,cui-wd-q1036498,associated
fam-wd-q1868851,cui-wd-q749847,associated
fam-wd-q1683716,cui-wd-q787497,associated
fam-wd-q16738075,cui-wd-q787497,associated
fam-wd-q14918748,cui-wd-q787497,associated
fam-wd-q4103061,cui-wd-q787497,associated
fam-wd-q4202016,cui-wd-q787497,associated
fam-wd-q1094305,cui-american-60d23958,associated
fam-wd-q16664232,cui-wd-q1150262,associated
fam-wd-q378341,cui-wd-q918277,associated
fam-wd-q12971248,cui-wd-q192786,associated
fam-wd-q60760532,cui-wd-q1520796,associated
fam-wd-q9026659,cui-wd-q654493,associated
fam-wd-q12496028,cui-wd-q787497,associated
fam-wd-q6729605,cui-wd-q192087,associated
fam-wd-q535064,cui-wd-q744027,associated
fam-wd-q17634577,cui-wd-q3006881,associated
fam-wd-q96742825,cui-wd-q787497,associated
fam-wd-q6738866,cui-wd-q647500,associated
fam-wd-q20060232,cui-wd-q2234037,associated
fam-wd-q1887892,cui-wd-q42029,associated
fam-wd-q13018870,cui-wd-q841984,associated
fam-wd-q6747617,cui-wd-q192087,associated
fam-wd-q28154305,cui-wd-q192087,associated
fam-wd-q60740781,cui-wd-q1520796,associated
fam-wd-q3286616,cui-wd-q622512,associated
fam-wd-q12496810,cui-wd-q787497,associated
fam-wd-q100320697,cui-wd-q7033037,associated
fam-wd-q3849360,cui-wd-q192786,associated
fam-wd-q137908295,cui-american-60d23958,associated
fam-wd-q60760541,cui-wd-q1520796,associated
fam-wd-q6789614,cui-wd-q192087,associated
fam-wd-q3853270,cui-wd-q192786,associated
fam-wd-q5367573,cui-wd-q192786,associated
fam-wd-q97101726,cui-wd-q787497,associated
fam-wd-q6807955,cui-wd-q234138,associated
fam-wd-q11343150,cui-wd-q9943666,associated
fam-wd-q1920415,cui-wd-q654493,associated
fam-wd-q6817675,cui-wd-q207965,associated
fam-wd-q6817673,cui-wd-q1520796,associated
fam-wd-q18595468,cui-belgian-f69a2115,associated
fam-wd-q3082973,cui-wd-q6661,associated
fam-wd-q16706914,cui-wd-q47629,associated
fam-wd-q19746250,cui-wd-q787497,associated
fam-wd-q6826082,cui-wd-q207965,associated
fam-wd-q19738539,cui-wd-q787497,associated
fam-wd-q6827067,cui-wd-q841984,associated
fam-wd-q16765345,cui-wd-q787497,associated
fam-wd-q130553333,cui-wd-q787497,associated
fam-wd-q4208661,cui-wd-q787497,associated
fam-wd-q957776,cui-wd-q622512,associated
fam-wd-q935937,cui-wd-q622512,associated
fam-wd-q12491,cui-wd-q6661,associated
fam-wd-q1142998,cui-wd-q1194855,associated
fam-wd-q2485491,cui-belgian-f69a2115,associated
fam-wd-q25043234,cui-wd-q7033037,associated
fam-wd-q112911928,cui-wd-q7033037,associated
fam-wd-q60760520,cui-wd-q1520796,associated
fam-wd-q110533119,cui-wd-q622512,associated
fam-wd-q56307726,cui-wd-q180817,associated
fam-wd-q25617898,cui-wd-q192786,associated
fam-wd-q113159014,cui-wd-q139430,associated
fam-wd-q6899667,cui-wd-q707908,associated
fam-wd-q6904753,cui-american-60d23958,associated
fam-wd-q5056486,cui-wd-q1324207,associated
fam-wd-q25339122,cui-american-60d23958,associated
fam-wd-q1476953,cui-wd-q47629,associated
fam-wd-q11581336,cui-wd-q234138,associated
fam-wd-q1639853,cui-wd-q622512,associated
fam-wd-q1200514,cui-belgian-f69a2115,associated
fam-wd-q206918,cui-wd-q744027,associated
fam-wd-q3596214,cui-wd-q192786,associated
fam-wd-q136842110,cui-wd-q684343,associated
fam-wd-q3327283,cui-wd-q1328433,associated
fam-wd-q3327301,cui-wd-q3006881,associated
fam-wd-q15730394,cui-wd-q654493,associated
fam-wd-q655235,cui-american-60d23958,associated
fam-wd-q2721752,cui-wd-q192087,associated
fam-wd-q3868691,cui-wd-q192786,associated
fam-wd-q5796448,cui-wd-q909057,associated
fam-wd-q4305901,cui-wd-q1199026,associated
fam-wd-q4189615,cui-wd-q787497,associated
fam-wd-q1062144,cui-wd-q647500,associated
fam-wd-q6967043,cui-wd-q787497,associated
fam-wd-q6967046,cui-wd-q787497,associated
fam-wd-q3273951,cui-wd-q787497,associated
fam-wd-q12500151,cui-wd-q787497,associated
fam-wd-q4205452,cui-wd-q787497,associated
fam-wd-q3244647,cui-wd-q787497,associated
fam-wd-q3269818,cui-wd-q787497,associated
fam-wd-q6967048,cui-wd-q787497,associated
fam-wd-q55593280,cui-wd-q787497,associated
fam-wd-q17054040,cui-wd-q787497,associated
fam-wd-q12500155,cui-wd-q787497,associated
fam-wd-q6967056,cui-wd-q787497,associated
fam-wd-q3236175,cui-wd-q787497,associated
fam-wd-q4920553,cui-wd-q787497,associated
fam-wd-q1193612,cui-wd-q1520796,associated
fam-wd-q85787805,cui-wd-q1520796,associated
fam-wd-q2135193,cui-wd-q180817,associated
fam-wd-q13651680,cui-wd-q787497,associated
fam-wd-q26693028,cui-wd-q684343,associated
fam-wd-q176927,cui-wd-q42029,associated
fam-wd-q3874120,cui-wd-q192786,associated
fam-wd-q3537474,cui-wd-q787497,associated
fam-wd-q3301336,cui-american-60d23958,associated
fam-wd-q109436498,cui-wd-q826059,associated
fam-wd-q16159647,cui-wd-q647500,associated
fam-wd-q7000528,cui-wd-q654493,associated
fam-wd-q17110181,cui-american-60d23958,associated
fam-wd-q209486,cui-wd-q6661,associated
fam-wd-q109313490,cui-wd-q579500,associated
fam-wd-q12556365,cui-wd-q383096,associated
fam-wd-q1115198,cui-wd-q192786,associated
fam-wd-q4822464,cui-wd-q654493,associated
fam-wd-q25056844,cui-wd-q7033037,associated
fam-wd-q19695011,cui-wd-q139430,associated
fam-wd-q28403180,cui-american-60d23958,associated
fam-wd-q16681961,cui-russian-0a46376e,associated
fam-wd-q3869300,cui-wd-q192786,associated
fam-wd-q122963715,cui-wd-q7033037,associated
fam-wd-q111046463,cui-wd-q756020,associated
fam-wd-q26884006,cui-wd-q7033037,associated
fam-wd-q113002838,cui-wd-q7033037,associated
fam-wd-q138854971,cui-wd-q7033037,associated
fam-wd-q107357988,cui-wd-q7033037,associated
fam-wd-q107358874,cui-wd-q7033037,associated
fam-wd-q7079882,cui-wd-q7033037,associated
fam-wd-q7080021,cui-wd-q7033037,associated
fam-wd-q7080639,cui-wd-q234138,associated
fam-wd-q136486705,cui-wd-q7033037,associated
fam-wd-q28701751,cui-wd-q647500,associated
fam-wd-q1136876,cui-wd-q234138,associated
fam-wd-q47004974,cui-wd-q7033037,associated
fam-wd-q3881787,cui-wd-q192786,associated
fam-wd-q111283137,cui-wd-q192786,associated
fam-wd-q281278,cui-russian-0a46376e,associated
fam-wd-q17083249,cui-wd-q749847,associated
fam-wd-q12492826,cui-wd-q787497,associated
fam-wd-q4192299,cui-wd-q787497,associated
fam-wd-q5262436,cui-wd-q787497,associated
fam-wd-q244611,cui-american-60d23958,associated
fam-wd-q453174,cui-wd-q234138,associated
fam-wd-q5366437,cui-american-60d23958,associated
fam-wd-q17101058,cui-wd-q192786,associated
fam-wd-q862557,cui-wd-q234138,associated
fam-wd-q107498785,cui-wd-q192786,associated
fam-wd-q1057256,cui-wd-q192786,associated
fam-wd-q3234931,cui-wd-q787497,associated
fam-wd-q30926481,cui-wd-q234138,associated
fam-wd-q113070503,cui-wd-q7033037,associated
fam-wd-q983032,cui-wd-q180817,associated
fam-wd-q17109263,cui-wd-q7033037,associated
fam-wd-q1304390,cui-wd-q234138,associated
fam-wd-q6581424,cui-wd-q654493,associated
fam-wd-q730298,cui-wd-q841984,associated
fam-wd-q212121,cui-wd-q622512,associated
fam-wd-q60762918,cui-wd-q622512,associated
fam-wd-q7127953,cui-wd-q787497,associated
fam-wd-q17005230,cui-wd-q7033037,associated
fam-wd-q18917789,cui-wd-q1503789,associated
fam-wd-q2919135,cui-wd-q6661,associated
fam-wd-q28668258,cui-wd-q192786,associated
fam-wd-q44541,cui-american-60d23958,associated
fam-wd-q107358612,cui-wd-q7033037,associated
fam-wd-q16586694,cui-wd-q192786,associated
fam-wd-q48808905,cui-wd-q192786,associated
fam-wd-q3893200,cui-wd-q192786,associated
fam-wd-q2738934,cui-wd-q192786,associated
fam-wd-q130465645,cui-wd-q47629,associated
fam-wd-q2722122,cui-wd-q192087,associated
fam-wd-q20508454,cui-wd-q684343,associated
fam-wd-q60761825,cui-wd-q1520796,associated
fam-wd-q2415718,cui-wd-q192786,associated
fam-wd-q432308,cui-wd-q749847,associated
fam-wd-q918148,cui-wd-q192087,associated
fam-wd-q4272221,cui-wd-q787497,associated
fam-wd-q7136846,cui-wd-q1520796,associated
fam-wd-q3896505,cui-wd-q192786,associated
fam-wd-q7142949,cui-wd-q192786,associated
fam-wd-q55641393,cui-wd-q192786,associated
fam-wd-q1761000,cui-wd-q192786,associated
fam-wd-q3897489,cui-wd-q192786,associated
fam-wd-q9056693,cui-wd-q579500,associated
fam-wd-q10345990,cui-wd-q180817,associated
fam-wd-q2056399,cui-wd-q654493,associated
fam-wd-q5402844,cui-wd-q180817,associated
fam-wd-q23907623,cui-wd-q7033037,associated
fam-wd-q16962929,cui-wd-q192087,associated
fam-wd-q3629971,cui-wd-q192087,associated
fam-wd-q112967822,cui-wd-q7033037,associated
fam-wd-q1369093,cui-american-60d23958,associated
fam-wd-q117971950,cui-american-60d23958,associated
fam-wd-q25005338,cui-american-60d23958,associated
fam-wd-q123907368,cui-wd-q756020,associated
fam-wd-q5261363,cui-wd-q787497,associated
fam-wd-q27963899,cui-wd-q787497,associated
fam-wd-q3898528,cui-wd-q192786,associated
fam-wd-q10978475,cui-wd-q787497,associated
fam-wd-q4348190,cui-wd-q1199026,associated
fam-wd-q4200659,cui-wd-q787497,associated
fam-wd-q4887922,cui-wd-q787497,associated
fam-wd-q7170363,cui-american-60d23958,associated
fam-wd-q27500854,cui-wd-q749847,associated
fam-wd-q21781581,cui-wd-q749847,associated
fam-wd-q2083470,cui-wd-q47629,associated
fam-wd-q55629806,cui-wd-q841984,associated
fam-wd-q65087240,cui-wd-q1520796,associated
fam-wd-q110894306,cui-wd-q192087,associated
fam-wd-q15840444,cui-wd-q192087,associated
fam-wd-q564560,cui-wd-q826059,associated
fam-wd-q124617888,cui-wd-q192786,associated
fam-wd-q59260812,cui-wd-q579500,associated
fam-wd-q17085540,cui-wd-q1520796,associated
fam-wd-q3382650,cui-wd-q6661,associated
fam-wd-q19738844,cui-wd-q787497,associated
fam-wd-q137609355,cui-wd-q707908,associated
fam-wd-q3905339,cui-wd-q192786,associated
fam-wd-q839910,cui-wd-q654493,associated
fam-wd-q1815839,cui-wd-q6661,associated
fam-wd-q3905790,cui-wd-q192786,associated
fam-wd-q135646299,cui-wd-q4855470,associated
fam-wd-q3389336,cui-wd-q6661,associated
fam-wd-q3905837,cui-wd-q192786,associated
fam-wd-q2916235,cui-wd-q654493,associated
fam-wd-q500724,cui-wd-q192786,associated
fam-wd-q91908928,cui-wd-q192786,associated
fam-wd-q18542598,cui-wd-q192786,associated
fam-wd-q65077962,cui-wd-q192786,associated
fam-wd-q2905237,cui-wd-q1328433,associated
fam-wd-q17747240,cui-wd-q139430,associated
fam-wd-q4992018,cui-american-60d23958,associated
fam-wd-q12492824,cui-wd-q787497,associated
fam-wd-q7208574,cui-american-60d23958,associated
fam-wd-q136700752,cui-wd-q207965,associated
fam-wd-q10350921,cui-wd-q180817,associated
fam-wd-q2671459,cui-wd-q622512,associated
fam-wd-q7228884,cui-wd-q192087,associated
fam-wd-q81615502,cui-wd-q1520796,associated
fam-wd-q7231310,cui-wd-q9943666,associated
fam-wd-q966824,cui-belgian-f69a2115,associated
fam-wd-q116150719,cui-wd-q6661,associated
fam-wd-q11826942,cui-wd-q756020,associated
fam-wd-q1957955,cui-wd-q234138,associated
fam-wd-q18389634,cui-wd-q1194855,associated
fam-wd-q19944109,cui-wd-q787497,associated
fam-wd-q28154814,cui-wd-q192087,associated
fam-wd-q118574754,cui-wd-q787497,associated
fam-wd-q12969705,cui-wd-q1520796,associated
fam-wd-q16773140,cui-wd-q787497,associated
fam-wd-q130513962,cui-wd-q192786,associated
fam-wd-q16566432,cui-wd-q192786,associated
fam-wd-q2293198,cui-wd-q192786,associated
fam-wd-q2626283,cui-belgian-f69a2115,associated
fam-wd-q3499431,cui-wd-q192786,associated
fam-wd-q106977722,cui-wd-q207965,associated
fam-wd-q597044,cui-wd-q622512,associated
fam-wd-q865325,cui-wd-q207965,associated
fam-wd-q117475843,cui-wd-q1324207,associated
fam-wd-q7272094,cui-wd-q654493,associated
fam-wd-q3107885,cui-wd-q614394,associated
fam-wd-q5571808,cui-wd-q6661,associated
fam-wd-q7285800,cui-wd-q207965,associated
fam-wd-q21424783,cui-wd-q264327,associated
fam-wd-q13644362,cui-wd-q654493,associated
fam-wd-q4390491,cui-russian-0a46376e,associated
fam-wd-q7296297,cui-wd-q192087,associated
fam-wd-q20009781,cui-wd-q192786,associated
fam-wd-q3420363,cui-wd-q6661,associated
fam-wd-q489703,cui-american-60d23958,associated
fam-wd-q1721014,cui-wd-q841984,associated
fam-wd-q1284887,cui-american-60d23958,associated
fam-wd-q596215,cui-wd-q207965,associated
fam-wd-q643225,cui-wd-q787497,associated
fam-wd-q5254542,cui-wd-q787497,associated
fam-wd-q6107288,cui-wd-q579500,associated
fam-wd-q1559248,cui-wd-q192786,associated
fam-wd-q12508588,cui-wd-q787497,associated
fam-wd-q7446149,cui-wd-q787497,associated
fam-wd-q4201329,cui-wd-q787497,associated
fam-wd-q16672930,cui-wd-q6661,associated
fam-wd-q5364840,cui-wd-q234138,associated
fam-wd-q1135831,cui-wd-q9943666,associated
fam-wd-q720230,cui-wd-q787497,associated
fam-wd-q19958364,cui-wd-q192786,associated
fam-wd-q84578333,cui-wd-q614394,associated
fam-wd-q3349224,cui-wd-q192087,associated
fam-wd-q96402831,cui-wd-q787497,associated
fam-wd-q19747511,cui-wd-q787497,associated
fam-wd-q1287919,cui-wd-q772247,associated
fam-wd-q16307825,cui-wd-q841984,associated
fam-wd-q39057643,cui-wd-q4855470,associated
fam-wd-q12509010,cui-wd-q787497,associated
fam-wd-q35586024,cui-wd-q654493,associated
fam-wd-q2339814,cui-american-60d23958,associated
fam-wd-q1244010,cui-wd-q744027,associated
fam-wd-q7403148,cui-wd-q234138,associated
fam-wd-q200527,cui-american-60d23958,associated
fam-wd-q2216156,cui-american-60d23958,associated
fam-wd-q60748979,cui-wd-q1520796,associated
fam-wd-q55632427,cui-wd-q787497,associated
fam-wd-q12511759,cui-wd-q787497,associated
fam-wd-q122898181,cui-wd-q139430,associated
fam-wd-q11249372,cui-wd-q647500,associated
fam-wd-q3948384,cui-wd-q749847,associated
fam-wd-q4205456,cui-wd-q787497,associated
fam-wd-q3473166,cui-wd-q1520796,associated
fam-wd-q31173018,cui-wd-q787497,associated
fam-wd-q1117173,cui-wd-q192786,associated
fam-wd-q3950519,cui-wd-q192786,associated
fam-wd-q60750699,cui-wd-q1324207,associated
fam-wd-q119541430,cui-wd-q787497,associated
fam-wd-q2425845,cui-wd-q787497,associated
fam-wd-q19646375,cui-wd-q787497,associated
fam-wd-q7425996,cui-wd-q787497,associated
fam-wd-q60770307,cui-wd-q1520796,associated
fam-wd-q2457455,cui-wd-q787497,associated
fam-wd-q7438301,cui-wd-q918277,associated
fam-wd-q18356332,cui-wd-q192786,associated
fam-wd-q3953541,cui-wd-q192786,associated
fam-wd-q19732533,cui-wd-q787497,associated
fam-wd-q28163759,cui-wd-q787497,associated
fam-wd-q15976317,cui-wd-q787497,associated
fam-wd-q5162437,cui-wd-q787497,associated
fam-wd-q2274269,cui-wd-q871595,associated
fam-wd-q7457147,cui-american-60d23958,associated
fam-wd-q19896348,cui-wd-q192087,associated
fam-wd-q137375176,cui-wd-q4855470,associated
fam-wd-q2474644,cui-wd-q1328433,associated
fam-wd-q97314684,cui-wd-q684343,associated
fam-wd-q85800897,cui-wd-q9943666,associated
fam-wd-q5360985,cui-wd-q234138,associated
fam-wd-q7498930,cui-wd-q234138,associated
fam-wd-q623247,cui-wd-q62458,associated
fam-wd-q15801159,cui-wd-q1199026,associated
fam-wd-q20987994,cui-wd-q9943666,associated
fam-wd-q2920132,cui-wd-q1199026,associated
fam-wd-q11269155,cui-wd-q234138,associated
fam-wd-q7504007,cui-american-60d23958,associated
fam-wd-q137270440,cui-wd-q707908,associated
fam-wd-q124343367,cui-wd-q1520796,associated
fam-wd-q65040984,cui-wd-q1520796,associated
fam-wd-q7522199,cui-wd-q1089120,associated
fam-wd-q65043034,cui-wd-q1520796,associated
fam-wd-q7525342,cui-wd-q787497,associated
fam-wd-q12491347,cui-wd-q787497,associated
fam-wd-q1753265,cui-wd-q744027,associated
fam-wd-q2095632,cui-american-60d23958,associated
fam-wd-q707788,cui-wd-q707908,associated
fam-wd-q16984727,cui-american-60d23958,associated
fam-wd-q16931986,cui-wd-q654493,associated
fam-wd-q61366482,cui-wd-q4855470,associated
fam-wd-q9078656,cui-wd-q622512,associated
fam-wd-q20427541,cui-wd-q787497,associated
fam-wd-q924689,cui-wd-q787497,associated
fam-wd-q12709581,cui-wd-q787497,associated
fam-wd-q1236601,cui-wd-q192786,associated
fam-wd-q7572829,cui-american-60d23958,associated
fam-wd-q7573059,cui-wd-q744027,associated
fam-wd-q20065,cui-wd-q6661,associated
fam-wd-q132775271,cui-wd-q1068545,associated
fam-wd-q16847884,cui-wd-q787497,associated
fam-wd-q879133,cui-wd-q47629,associated
fam-wd-q749593,cui-wd-q6661,associated
fam-wd-q123021756,cui-american-60d23958,associated
fam-wd-q305329,cui-belgian-f69a2115,associated
fam-wd-q15042119,cui-wd-q192786,associated
fam-wd-q12884882,cui-wd-q744027,associated
fam-wd-q131819894,cui-wd-q756020,associated
fam-wd-q3848253,cui-russian-0a46376e,associated
fam-wd-q2250736,cui-wd-q192786,associated
fam-wd-q61074537,cui-wd-q9943666,associated
fam-wd-q16951552,cui-wd-q654493,associated
fam-wd-q7554467,cui-wd-q654493,associated
fam-wd-q702104,cui-wd-q192786,associated
fam-wd-q13025915,cui-wd-q841984,associated
fam-wd-q3976730,cui-wd-q192786,associated
fam-wd-q1145039,cui-wd-q647500,associated
fam-wd-q1432724,cui-wd-q654493,associated
fam-wd-q16963428,cui-wd-q654493,associated
fam-wd-q46070600,cui-wd-q826059,associated
fam-wd-q104844158,cui-american-60d23958,associated
fam-wd-q7648934,cui-wd-q1324207,associated
fam-wd-q3823549,cui-wd-q749847,associated
fam-wd-q7666782,cui-wd-q654493,associated
fam-wd-q7650627,cui-wd-q7033037,associated
fam-wd-q7656154,cui-wd-q787497,associated
fam-wd-q1726195,cui-wd-q1503789,associated
fam-wd-q987291,cui-wd-q654493,associated
fam-wd-q2386967,cui-wd-q207965,associated
fam-wd-q111705550,cui-wd-q207965,associated
fam-wd-q123015196,cui-wd-q1328433,associated
fam-wd-q1417997,cui-wd-q1328433,associated
fam-wd-q5864774,cui-wd-q9943666,associated
fam-wd-q12711188,cui-wd-q787497,associated
fam-wd-q7476075,cui-wd-q787497,associated
fam-wd-q31173508,cui-wd-q787497,associated
fam-wd-q22929120,cui-wd-q3006881,associated
fam-wd-q905527,cui-wd-q234138,associated
fam-wd-q27962923,cui-wd-q1150262,associated
fam-wd-q12338752,cui-wd-q383096,associated
fam-wd-q25327105,cui-american-60d23958,associated
fam-wd-q2393807,cui-wd-q207965,associated
fam-wd-q111604426,cui-wd-q787497,associated
fam-wd-q109045517,cui-wd-q6661,associated
fam-wd-q316849,cui-wd-q6661,associated
fam-wd-q6000077,cui-wd-q654493,associated
fam-wd-q1505500,cui-wd-q654493,associated
fam-wd-q7695520,cui-wd-q787497,associated
fam-wd-q4748563,cui-wd-q787497,associated
fam-wd-q7706778,cui-american-60d23958,associated
fam-wd-q108366890,cui-wd-q1150262,associated
fam-wd-q15648182,cui-wd-q192087,associated
fam-wd-q7784272,cui-american-60d23958,associated
fam-wd-q60763456,cui-wd-q1520796,associated
fam-wd-q104829802,cui-wd-q180817,associated
fam-wd-q3697035,cui-wd-q192786,associated
fam-wd-q10971166,cui-wd-q787497,associated
fam-wd-q7808550,cui-wd-q787497,associated
fam-wd-q7808813,cui-wd-q787497,associated
fam-wd-q7809258,cui-wd-q744027,associated
fam-wd-q135116202,cui-wd-q234138,associated
fam-wd-q31352561,cui-wd-q841984,associated
fam-wd-q4272202,cui-wd-q787497,associated
fam-wd-q1142841,cui-wd-q234138,associated
fam-wd-q7825121,cui-wd-q234138,associated
fam-wd-q13519276,cui-wd-q192786,associated
fam-wd-q135313427,cui-wd-q756020,associated
fam-wd-q7825801,cui-wd-q234138,associated
fam-wd-q12812242,cui-wd-q654493,associated
fam-wd-q86674159,cui-wd-q192786,associated
fam-wd-q21210965,cui-wd-q192786,associated
fam-wd-q3280441,cui-wd-q207965,associated
fam-wd-q1760470,cui-wd-q192786,associated
fam-wd-q10384855,cui-wd-q180817,associated
fam-wd-q356690,cui-wd-q6661,associated
fam-wd-q63527491,cui-wd-q192786,associated
fam-wd-q17023518,cui-wd-q654493,associated
fam-wd-q1190475,cui-wd-q647500,associated
fam-wd-q962957,cui-wd-q1346230,associated
fam-wd-q2746599,cui-wd-q787497,associated
fam-wd-q978397,cui-american-60d23958,associated
fam-wd-q7852883,cui-wd-q192087,associated
fam-wd-q159304,cui-wd-q622512,associated
fam-wd-q25041417,cui-wd-q7033037,associated
fam-wd-q83603766,cui-wd-q7033037,associated
fam-wd-q7307455,cui-wd-q787497,associated
fam-wd-q113002647,cui-wd-q7033037,associated
fam-wd-q17109441,cui-wd-q7033037,associated
fam-wd-q112911886,cui-wd-q7033037,associated
fam-wd-q845376,cui-wd-q647500,associated
fam-wd-q121920223,cui-wd-q234138,associated
fam-wd-q1352897,cui-wd-q234138,associated
fam-wd-q2725826,cui-wd-q192087,associated
fam-wd-q7897138,cui-wd-q192087,associated
fam-wd-q4206002,cui-wd-q787497,associated
fam-wd-q17109463,cui-wd-q7033037,associated
fam-wd-q11622168,cui-wd-q234138,associated
fam-wd-q7914788,cui-wd-q192087,associated
fam-wd-q951361,cui-russian-0a46376e,associated
fam-wd-q3555157,cui-wd-q6661,associated
fam-wd-q107308168,cui-wd-q871595,associated
fam-wd-q2548949,cui-wd-q654493,associated
fam-wd-q15220576,cui-russian-0a46376e,associated
fam-wd-q10391691,cui-wd-q614394,associated
fam-wd-q1226651,cui-wd-q756020,associated
fam-wd-q375,cui-wd-q6661,associated
fam-wd-q209464,cui-american-60d23958,associated
fam-wd-q65589417,cui-wd-q6661,associated
fam-wd-q11338139,cui-wd-q783010,associated
fam-wd-q6497852,cui-wd-q42029,associated
fam-wd-q135927675,cui-american-60d23958,associated
fam-wd-q705381,cui-wd-q647500,associated
fam-wd-q8031737,cui-american-60d23958,associated
fam-wd-q8038329,cui-american-60d23958,associated
fam-wd-q10394334,cui-wd-q180817,associated
fam-wd-q113455543,cui-wd-q614394,associated
fam-wd-q3027539,cui-wd-q622512,associated
fam-wd-q705123,cui-wd-q647500,associated
fam-wd-q6027777,cui-wd-q654493,associated
fam-wd-q136701,cui-wd-q192786,associated
fam-wd-q8066663,cui-wd-q192087,associated
fam-wd-q4024125,cui-wd-q192786,associated
fam-wd-q5684811,cui-wd-q9943666,associated
fam-wd-q2625025,cui-wd-q234138,associated
fam-wd-q8074657,cui-american-60d23958,associated
fam-wd-q124744092,cui-wd-q1503789,associated
fam-wd-q227658,cui-wd-q192786,associated
fam-wd-q16247075,cui-wd-q756020,associated
fam-tex-mex-7e94ec3f,cui-american-60d23958,associated
